,filename,entry number,composition,OH lengths,bulk_id,miller_index,nads,traj_id,bulk_symbols,slab_sid,ads_symbols,y_relaxed,natoms,nads2,adsorption_energy
15909,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,452,H2Ca36O50Sr12,"[0.9672279307190976, 0.9774645004049588]",mp-978844,"(1, 0, 0)",2,SrCa3O4_mp-978844_cS2stLQunF_ZvNbRsn8lt,Sr1Ca3O4,33654,OH,-613.56521792,100,2,1.6348390349999988
33053,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,459,H2Ca32O26,"[0.9687429518976561, 0.9683823316468805]",mp-545512,"(1, 0, 1)",2,CaO_mp-545512_WydruLnS4Q_6QKVTyFBqI,Ca2O2,26447,OH,-336.85327173,60,2,-2.2997222150000027
13778,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,475,HBa8O73Si32,[0.9838330784236927],mp-9478,"(2, -1, 2)",1,BaSi4O9_mp-9478_Hlf77eO03A_iyjdqeobex,Ba2Si8O18,36446,OH,-841.02109805,114,1,0.7591556000000708
22021,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,498,HBi20O77Ru18,[0.9830674797985502],BiRuO4-rutile,"(3, 0, 2)",1,BiRuO4_BiRuO4-rutile_8cbRKN2mO0_XTcqAjj186,Bi1Ru1O4,34690,OH,-733.28960219,116,1,1.935129980000028
22866,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,515,HO71W24,[0.9724167409750524],mp-566278,"(1, 2, 1)",1,WO3_mp-566278_rDw7UQxoY8_94qtdTskXk,W4O12,5140,OH,-702.73165649,96,1,-1.666003669999924
77099,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,539,H8O68Zr30,"[0.9780194973765446, 0.9833623669409388, 0.9703545303978409, 0.9731001106134999, 0.9956171085505554, 6.74290554575394, 3.3643033774388145, 1.0227749839885407]",mp-754403,"(3, 1, 0)",8,ZrO2_mp-754403_qJ9hdwVM2h_M9yMozTx0g,Zr4O8,76260,OH,-927.01710263,106,8,1.5734347424999982
30815,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,543,H2Fe16Ni20O58,"[1.015637392368538, 1.0215133984077551]",mp-768499,"(1, 0, 1)",2,FeNiO3_mp-768499_XEEJxya9xb_KMAbiqS4t5,Fe6Ni6O18,2757,OH,-514.55966631,96,2,0.9470794399999818
15483,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,550,H2Au12O10Rb36,"[13.767322316337575, 13.800901045838067]",mp-4405,"(1, 1, 1)",2,Rb3AuO_mp-4405_mTTv8MBsIg_FS3IFIBBYU,Rb3Au1O1,38958,OH,-163.24627502,60,2,-1.1149972200000065
5809,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,553,HCa4O31Sn16,[0.9779400081734897],mvc-10491,"(0, 0, 1)",1,CaSn4O9_mvc-10491_fOz579xrRW_jN3pYq4GOB,Ca2Sn8O18,18358,OH,-310.98832399,52,1,0.2483405699999537
3707,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,580,HMg8O45Ta16,[0.9680774802409763],mvc-1623,"(0, 1, 0)",1,MgTa2O6_mvc-1623_VoqFzAQIMs_8qeA4V4PfN,Mg2Ta4O12,10308,OH,-606.54417556,70,1,-1.2914822699999888
70583,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,587,HCo16Cs16O29,[0.9727637765347487],mp-1289737,"(1, 0, 1)",1,CsCoO2_mp-1289737_Xv7vgTpdiV_2CcIrVHlLQ,Cs4Co4O8,76374,OH,-311.95144496,62,1,-1.1225680500000124
30279,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,611,HBa16Mn16O41,[0.971889507053196],mp-19156,"(1, 1, 0)",1,BaMnO3_mp-19156_qmYXBSMjCI_sf66QUQNEW,Ba2Mn2O6,28802,OH,-493.50907176,74,1,-1.0601226199999871
38583,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,626,HCa16O59Se16,[13.475536143137138],mp-1190360,"(0, 1, 0)",1,CaSeO4_mp-1190360_TD26t3zDEV_zYkjSNCmOB,Ca4Se4O16,22036,OH,-528.8675273,92,1,-0.415652270000038
33557,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,641,H2Cr12O46Sb10,"[1.0186943364649617, 0.9955317904318151]",mp-755493,"(1, 1, 0)",2,CrSbO4_mp-755493_rmeOkK6Lk0_lXuRiDQwMV,Cr2Sb2O8,4598,OH,-464.09652089,70,2,0.9590131149999764
32846,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,642,HO59Ta24,[0.9752355566226486],mvc-4415,"(1, 2, 0)",1,Ta2O5_mvc-4415_jRiaRDRrmR_6vkHNbUh64,Ta4O10,30243,OH,-798.85446915,84,1,-2.380672789999977
27087,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,658,HNb16O61Rh16,[0.9714547987523089],mp-756638,"(1, 0, 0)",1,NbRhO4_mp-756638_qWauustnPx_9vz7e21k66,Nb4Rh4O16,35977,OH,-736.49716195,94,1,0.0586107700000582
72235,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,689,HO31Sn12Sr10,[0.9740205416119312],mp-546973,"(1, 1, 1)",1,SrSnO3_mp-546973_RxTZ94887S_3yuMxXyNgl,Sr1Sn1O3,74235,OH,-329.60068474,54,1,-1.4353745100000026
3113,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,739,H3O17Ti32,"[2.6212111883330267, 0.9721046177041104, 11.051873336668208]",mp-1215,"(3, 1, 3)",3,Ti2O_mp-1215_28IqLKjSp5_6tE9EpouqR,Ti2O1,37647,OH,-420.68489733,52,3,-2.5564751266666783
3662,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,741,HMn24O23,[0.9703433042534847],mp-999539,"(1, 2, 0)",1,MnO_mp-999539_HFIhR55Lkv_8Oo21RgUrw,Mn4O4,40205,OH,-358.42109082,48,1,-0.9209311400000216
33422,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,758,HO53Rb32Se16,[0.9729583735225678],mp-4618,"(0, 1, 0)",1,Rb2SeO4_mp-4618_CqZSTzqdVH_2Xy9jYcq2S,Rb8Se4O16,17518,OH,-485.51903606,102,1,-0.0978117600000416
23485,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,759,HCu16Ga16O23,[0.9736868877313845],mp-1105229,"(0, 1, 0)",1,GaCuO2_mp-1105229_1g7UKs4y8z_vQXsv3Wesg,Ga4Cu4O8,13256,OH,-270.79549267,56,1,0.0242409100000315
73237,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,794,HNi72O90Zn18,[0.9692696338338571],mp-1215686,"(2, 1, 3)",1,ZnNi4O5_mp-1215686_Rz1AORfS4u_zRqsg7bn1l,Zn2Ni8O10,68618,OH,-835.47066258,181,1,-1.030350229999982
45661,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,830,H3Mg8O35W8,"[0.9911343339569366, 0.9680861495960713, 1.0113776571191193]",mp-609151,"(0, 1, 1)",3,123212059559_MgWO4_mp-609151_JZLWF0U65z_KtTS4YlDga,Mg2W2O8,41680,OH,-353.41297896,54,3,3.822597280000016
8301,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,847,HCd16Ge8O31,[0.9789631272119622],mp-3917,"(0, 0, 1)",1,Cd2GeO4_mp-3917_rGshrqZ18K_GRUazjKF8d,Cd8Ge4O16,17064,OH,-273.94303285,56,1,-0.2167334500000208
26487,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,851,HK12O29Ta4,[0.97393779747514],mp-4690,"(1, 0, 0)",1,K3TaO8_mp-4690_00vME8gv3d_yDjRr9Jr4X,K6Ta2O16,917,OH,-275.84423748,46,1,1.0674542100000224
14596,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,860,HAu12O23Pd12,[0.9797575377229496],mp-997051,"(1, 0, -2)",1,PdAuO2_mp-997051_ZwvmD8J8N5_enOpVDOEkt,Pd3Au3O6,28946,OH,-226.41596354,48,1,0.8306745499999977
7782,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,909,HMn16O54Sr28,[0.975835339737494],mp-767781,"(1, 0, 0)",1,Sr16Mn8O29_mp-767781_I4k1eWydW5_5aRiRpAaxJ,Sr16Mn8O29,32673,OH,-644.0438798,99,1,0.3845097900000098
16196,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,923,HFe8O33Sb8,[0.980581809691499],mp-761281,"(1, 1, 0)",1,FeSbO4_mp-761281_f3Ty6i7Pcz_NWnc0ppYO1,Fe4Sb4O16,5671,OH,-306.93746332,50,1,1.2937776500000098
37490,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,924,HNi24O43Si12,[1.0116519003228714],mp-19072,"(1, 0, 0)",1,Si-NiO2-2_mp-19072_WipNtlnvy3_Qp7AC8YH3h,Si4Ni8O16,14875,OH,-457.50325517,80,1,-1.9743593099999828
29885,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,926,H4Ga24O48Rb16,"[1.032519345303004, 0.9708055463792784, 3.120878080260333, 1.0129233358016532]",mp-754596,"(1, 1, 1)",4,RbGaO2_mp-754596_JeK2Tdk2bJ_X9pMRogOgK,Rb8Ga8O16,21587,OH,-475.75781577,92,4,2.279283292499997
36431,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,936,HCa24O65Ta16,[0.9691813383703175],mp-769266,"(1, 0, 0)",1,Ca3Ta2O8_mp-769266_j642VN3mrP_D5BWlGdXNL,Ca24Ta16O64,79868,OH,-866.65865956,106,1,1.239355599999925
6705,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,956,HBa12O13,[10.756733228173669],mp-1342,"(3, 1, 0)",1,BaO_mp-1342_yC5ujE7IgL_YOLl4SGgfb,Ba4O4,18190,OH,-148.85968779,26,1,1.065456399999988
27520,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,972,HLu24O17Se12,[0.9929727443453968],mp-1206825,"(1, 1, 0)",1,Lu2SeO2_mp-1206825_TBZSuQhxLf_evzlbWgy0S,Lu2Se1O2,40612,OH,-368.68052825,54,1,-2.7053841800000384
12138,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,993,H3O59Sc20Ti20,"[6.056421279720763, 0.9769412385671684, 11.01485894837924]",mp-1101375,"(1, 0, 1)",3,ScTiO3_mp-1101375_LvoqAIS1mG_5coGEqAwpO,Sc6Ti6O18,39937,OH,-880.23985254,102,3,-1.5507636033333465
5165,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,1001,HBi8K16O21,[0.9741241213266505],mp-30120,"(1, 0, 0)",1,K3BiO4_mp-30120_cGiiyONIWX_mYAVoxeFNo,K6Bi2O8,30545,OH,-211.76628818,46,1,3.2322962499999903
15635,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,1004,HCd16O65W16,[0.9766589123400192],mp-19387,"(1, 0, 1)",1,CdWO4_mp-19387_XMBupyUIp6_lqqSlSKi7U,Cd2W2O8,79693,OH,-604.10695824,98,1,1.7958210599999518
75896,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,1005,H3Co8Cs24O31,"[12.489895719183039, 1.02701985337017, 10.09595409205855]",mp-773199,"(0, 0, 1)",3,Cs6Co2O7_mp-773199_1WZHdhIzZD_M5QmM3G16b,Cs12Co4O14,70219,OH,-299.65142823,66,3,0.6877021466666614
9991,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,1035,HO59Sn8W16,[0.9870937986951704],mvc-660,"(1, 1, -1)",1,Sn-WO4-2_mvc-660_70KFpYWTyY_NCmTMD3lHJ,Sn2W4O16,10191,OH,-582.93581651,84,1,-0.68516723999997
26247,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,1050,HK20O35Sn24,[0.9734263606380972],mp-7502,"(1, 0, -2)",1,K2Sn2O3_mp-7502_SdpwLALHih_VxZNy0L5oJ,K6Sn6O9,30010,OH,-400.76726468,80,1,0.3692863999999929
9506,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,1052,HO51Rb20Zr20,[0.9669477566165156],mp-862664,"(1, 1, 2)",1,Rb2Zr2O5_mp-862664_5cCt8D7RT1_NZ3lsSAJ7I,Rb2Zr2O5,25234,OH,-674.81484989,92,1,-2.200416179999962
22877,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,1074,HFe8O45V16,[0.9852896304814044],mp-757078,"(0, 0, 1)",1,V2FeO6_mp-757078_ke9t32W3UI_bhsWdHEa5Y,V8Fe4O24,30977,OH,-498.0637358,70,1,0.3385367099999996
68834,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,1095,HAl48O117Si24,[0.9813757083925139],mp-5065,"(1, 2, 0)",1,Al2SiO5_mp-5065_UOyJdoR24M_v9o9F2eWya,Al8Si4O20,79770,OH,-1410.68721041,190,1,4.643789429999941
37732,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,12,HBi12O43Sn12,[0.9738699522285341],mp-754839,"(2, 1, 0)",1,SnBiO4_mp-754839_igo2fFS6VV_N3E5t39fOd,Sn2Bi2O8,31198,OH,-391.62703759,68,1,-0.6286471399999698
23280,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,39,HBa4Na24O15,[0.9711611066318937],mp-755322,"(0, 0, 1)",1,BaNa6O4_mp-755322_qWCcdpkYCy_sfFV87YESw,Ba2Na12O8,19786,OH,-170.79171453,44,1,-1.266266040000005
14583,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,68,HNb6O57V18,[0.9820082820786865],mp-776661,"(2, 2, 1)",1,NbV3O10_mp-776661_xcg1nWZFql_XyWitXFc6g,Nb1V3O10,36543,OH,-627.77115312,82,1,2.414922969999992
38178,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,139,HBi12O85W24,[0.9717514205168891],mvc-658,"(2, 1, 0)",1,Bi-WO4-2_mvc-658_idHxcmiUJe_TpSLlOOFTH,Bi2W4O16,81148,OH,-844.60325529,122,1,-1.3884729399999571
77886,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,147,H11Co8Mn16O43,"[4.179830857217798, 20.580025567912113, 4.519009390322476, 3.070834246073998, 1.0341190081672882, 8.422413097816168, 9.86471845281447, 6.081596057623687, 9.910756393967077, 7.8559815047295425, 10.017747887120015]",mp-1221996,"(1, 1, 0)",11,Mn2CoO4_mp-1221996_ea5bO5pUEn_krjjJLHYHT,Mn8Co4O16,71280,OH,-442.11107001,78,11,5.812376518181816
33563,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,156,HCa6O41V16,[0.9784996565931864],mp-27624,"(1, 1, -1)",1,CaV2O6_mp-27624_O83XQBNrC3_RpXjAzzGXG,Ca2V4O12,3632,OH,-453.75941541,64,1,2.67061288000005
77208,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,163,HCe12O61Rh20,[0.9798152449061601],mp-1200659,"(1, 0, 0)",1,CeRh2O5_mp-1200659_p7RQOWf4vA_iADSbFeTVb,Ce4Rh8O20,69172,OH,-673.71007602,94,1,2.045669349999997
81608,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,183,H3Ge11O49Pd11,"[3.5696919879550295, 9.824656540080381, 0.9846482357330473]",GePdO4-rutile,"(2, 1, 3)",3,1020269_GePdO4_GePdO4-rutile_595EaEtHde_MoxJfEWu9V,Ge1Pd1O4,81609,OH,-413.11736094,74,3,-0.0304129233333488
29480,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,200,H4Al24O48Tl24,"[0.9696170313806843, 0.9706059493454726, 0.9688391456095128, 0.9689522309026993]",mp-14105,"(1, 1, 1)",4,AlTlO2_mp-14105_XubtXRvMBJ_rstKoaNayZ,Al8Tl8O16,26177,OH,-591.64077978,100,4,-1.786848532499988
10299,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,206,HO60Ta22,[9.684330141112847],mp-1204487,"(0, 0, 1)",1,Ta3O8_mp-1204487_PQsTlIhCcR_q25hIWRK8s,Ta12O32,16310,OH,-772.09376879,83,1,1.8810667799999408
70308,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,214,HFe20O85Ta22,[0.9709664320379338],mp-1217946,"(1, 1, 0)",1,TaFeO4_mp-1217946_fsv7VYQkfK_bm6icYWmKS,Ta6Fe6O24,70900,OH,-1079.05524382,128,1,0.0913410000000283
2624,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,227,H4Bi24O44Zn2,"[0.9745671275676929, 1.8004981058497975, 1.0058808935611179, 1.0692179599002611]",mp-28402,"(1, 1, 0)",4,Zn-Bi3O5-4_mp-28402_Pg3kWbttKP_FqZXppehc0,Zn2Bi24O40,30932,OH,-404.80903996,74,4,1.039067912500002
34255,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,241,H3Cr16Ir16O63,"[6.963221411046458, 0.9828474938751671, 1.0243081876420523]",CrIrO4-rutile,"(2, 1, 1)",3,CrIrO4_CrIrO4-rutile_ShqASHjrhf_LCnQBYaG6k,Cr1Ir1O4,1422,OH,-685.36708666,98,3,-0.3879205433333463
69115,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,242,HAg18Mg8O39,[0.9819202557153155],mp-1244777,"(1, 1, -1)",1,Mg-AgO2-2_mp-1244777_wbeFjJFoVl_XbjKOgvEgI,Mg2Ag4O8,75159,OH,-290.24127581,66,1,1.382987799999995
23375,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,267,HO65Sr24Ti24,[0.9687540801402809],mp-4651,"(2, 1, 0)",1,SrTiO3_mp-4651_UAuEkyPVr1_xQaeRMb9Uf,Sr4Ti4O12,31251,OH,-880.6783526,114,1,-2.5746659500000817
27303,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,293,HAu24Bi24O49,[0.97794177395258],mp-997082,"(1, 0, 1)",1,BiAuO2_mp-997082_naLoR7QVvE_zYUeI041Y3,Bi2Au2O4,20745,OH,-483.16738125,98,1,1.3022182499999817
8450,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,295,HAl16O57Ti16,[0.9821010789117013],TiAlO4-rutile,"(3, 0, 1)",1,TiAlO4_TiAlO4-rutile_AFfbmDesme_skDxCIaEvS,Ti1Al1O4,10007,OH,-716.55923678,90,1,4.559284519999977
4495,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,300,HBe12O43Zn36,[1.0192396093430827],mp-1227367,"(1, 0, 0)",1,BeZn3O4_mp-1227367_vqWK2YLEXD_uJS7Y2iDl1,Be2Zn6O8,39965,OH,-437.07021528,92,1,-2.165643220000021
22714,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,307,HO25Pd21,[0.978276443358895],mp-1219936,"(1, 1, 1)",1,Pd7O8_mp-1219936_UybTJFpklY_ptqb36UphD,Pd7O8,2723,OH,-251.39356787,47,1,0.903616999999997
71340,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,335,HBa22Na44O41,[0.9743854494192976],mp-756521,"(1, 2, 0)",1,BaNa2O2_mp-756521_830NrOBmL4_rlaKYaGKYk,Ba4Na8O8,72507,OH,-468.54975917,108,1,-1.5143538800000158
39239,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,337,HO55Ru16Sn16,[0.9797742779876275],SnRuO4-rutile,"(2, 1, 1)",1,SnRuO4_SnRuO4-rutile_cdHxrH9JPQ_abYapLcL4r,Sn1Ru1O4,79220,OH,-574.03898172,88,1,-0.2897215800000197
1593,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,352,H2Mg48O50,"[0.970363603773151, 0.9822511151208078]",mp-549706,"(3, 1, 0)",2,MgO_mp-549706_o0D5nGymMw_DUzAx0mFMu,Mg2O2,37179,OH,-559.19067724,100,2,1.230067919999982
1304,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,353,H2Ag20Ba18O42,"[0.9725901845864475, 0.972630282008083]",mp-996990,"(2, 0, 3)",2,BaAgO2_mp-996990_QELzIGj7TC_QjgU69jQpl,Ba1Ag1O2,21457,OH,-400.40851635,82,2,0.2917464800000005
73949,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,372,HO49Si24,[1.6559943346855905],mp-7029,"(1, 0, 0)",1,SiO2_mp-7029_7j9Oe7flCZ_PoiVwVmMfE,Si4O8,75800,OH,-561.89687685,74,1,1.3093958599999669
3733,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,373,HCu16O37W8,[0.9831624383392772],mp-622026,"(1, 2, -2)",1,Cu2WO4_mp-622026_tX06pIcqBs_pdo3ZNKuic,Cu8W4O16,1791,OH,-372.94096682,62,1,2.208856769999983
8057,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,390,HCa36O49Sr12,[0.9664820728089768],mp-978844,"(1, 0, 0)",1,SrCa3O4_mp-978844_rLPH6MNANn_p4kHaeXkCN,Sr1Ca3O4,29936,OH,-604.63011289,98,1,1.359783100000044
2609,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,402,HCa6Nb24O49,[0.9922643370819658],mp-1227240,"(0, 1, 0)",1,CaNb4O8_mp-1227240_In8DrvPPZ4_HIWJtrEcdx,Ca6Nb24O48,18450,OH,-678.00649414,80,1,6.000173630000035
43664,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,406,HCu12O55Te12,[13.101896437639438],CuTeO4-rutile,"(1, -1, 0)",1,90423983534_CuTeO4_CuTeO4-rutile_epT2dkfhLr_Tv6vg1W5jd,Cu1Te1O4,44287,OH,-400.94446026,80,1,0.2302748999999551
13820,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,415,HBi24Li24O67,[0.976134317621465],mp-29077,"(1, 0, 1)",1,LiBiO3_mp-29077_KdRZZCxTxz_mpLvGQOrNX,Li8Bi8O24,35964,OH,-613.86303848,116,1,0.51105665999998
12458,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,420,HCd12Na12O17,[0.9704287897522759],mp-761024,"(1, 1, 0)",1,Na2Cd2O3_mp-761024_R1u8ZntZHm_YFIjM01Ply,Na4Cd4O6,31934,OH,-155.40744287,42,1,-0.5765167600000041
15827,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,469,H2Mg24O48Zn22,"[1.405701472453552, 0.9698273479849996]",mp-1221905,"(3, 1, 0)",2,MgZnO2_mp-1221905_KhE640SehT_HU0bMBlNxo,Mg1Zn1O2,24271,OH,-478.71992885,96,2,1.0035346150000066
20213,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,470,H2Ag24Al24O46,"[0.9722292508773664, 14.709139588167934]",mp-9631,"(3, -1, 0)",2,AlAgO2_mp-9631_PNnvzGn24O_GtLt6fH9RH,Al2Ag2O4,15189,OH,-558.69195125,96,2,-1.7763751899999818
43740,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,494,HCr11O37Re11,[0.9755180203646265],mp-1226239,"(3, 0, 1)",1,414325470_CrReO4_mp-1226239_BYHJV5ocRa_XCC5hgWZ6z,Cr2Re2O8,43605,OH,-482.74341571,60,1,-2.492048120000021
16367,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,504,HBi16Fe16O49,[0.9746515316909761],mp-23501,"(1, 1, 0)",1,FeBiO3_mp-23501_9TgRMmPdjp_zWQg7bWalk,Fe6Bi6O18,20852,OH,-500.04636837,82,1,-0.1982302899999979
17642,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,515,HCo8O37Pt24,[0.9765379108540745],mp-19238,"(0, 2, 1)",1,Co-PtO2-3_mp-19238_933ALVjMDw_S1wbcRHoG5,Co2Pt6O12,80836,OH,-392.84348037,70,1,0.40642686999999
14544,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,545,H2Mg5O36Sn18,"[0.973208700453354, 0.9964728335192241]",mvc-2834,"(1, 1, -1)",2,Mg-SnO2-4_mvc-2834_tjFQdgX0hq_WbHbCoEzRf,Mg2Sn8O16,37277,OH,-353.7318658,61,2,0.6158629650000194
383,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,564,H2Bi10O46Sr20,"[1.0019507647307997, 0.9793159298181228]",mp-33444,"(1, 0, 1)",2,Sr5-BiO4-3_mp-33444_btiwIt1oVe_IOKkgCHaaY,Sr5Bi3O12,34508,OH,-450.351456,78,2,0.9130558500000064
23183,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,567,H2Ba24Bi24O60,"[0.9739520902344149, 1.0463580874112197]",mp-28670,"(2, 2, -1)",2,Ba2Bi2O5_mp-28670_zNeDtdDLIU_dWLt4xpXE7,Ba4Bi4O10,8808,OH,-633.98561221,110,2,1.1593256949999784
39085,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,578,HCa24Ge8O5,[0.9648110709887128],mp-1019564,"(1, 1, 0)",1,Ca6Ge2O_mp-1019564_PEiIoH5Sdw_Thd8DJdiNg,Ca24Ge8O4,28881,OH,-146.47649107,38,1,-1.3447112900000209
74587,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,584,HAg12Cr12O25,[0.9733177037841853],mp-1096875,"(0, 1, 0)",1,CrAgO2_mp-1096875_QaFU241UDX_Zyio1Bxcvd,Cr4Ag4O8,73255,OH,-303.64537027,50,1,0.3846056000000146
30289,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,586,HAl16Cu32O65,[0.9819010485816025],mvc-4135,"(1, 0, 0)",1,Al-CuO2-2_mvc-4135_4Z8usUaXvM_EsHXvDJ38I,Al8Cu16O32,14499,OH,-642.73727373,114,1,2.493705160000076
40520,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,593,H3Al12O47Ta11,"[0.9947702577619867, 0.9718049167661799, 0.9722450819109885]",mp-675172,"(2, 2, 3)",3,TaAlO4_mp-675172_KQOM5nkvWb_BAc072jwkF,Ta2Al2O8,38101,OH,-604.44082606,73,3,-0.9416699733333096
