sid,OH length 1,OH length 2,OO length,OOH angle 1,OOH angle 2
8409,[3.5318785787529605],[0.9701908809770644],[2.7363918395927738],[10.249842204897565],[139.6259422066571]
43690,"[3.581839633663221, 4.845666328823904]","[0.9691814915470754, 0.978873220971474]","[3.685993217847813, 4.264964491801563]","[15.238978651543844, 9.944239213364718]","[76.2659567402227, 121.25607076514144]"
8318,[3.8423198473856814],[3.8408205570295095],[1.2909662925759189],[80.2613524803056],[80.39254368450122]
31223,[3.2088338240063674],[0.9701351288830729],[3.063776041036642],[17.59750808608361],[89.69859450874722]
10852,[3.4162191414948646],[0.9703830414607504],[3.122273870705032],[16.278704369133084],[99.31016414785962]
38746,[1.8913677902239567],[0.9797769467947878],[1.45193578119676],[30.64131680434429],[100.30968676844574]
45800,[2.1101223543646785],[0.9760667515913743],[2.960137948201406],[11.015787229573956],[24.398939758695384]
28027,[3.465505759949764],[0.971626562212799],[3.36349323001244],[16.2703416184668],[87.83063818533196]
78610,[1.8940308093963885],[1.0002469756914696],[1.4491570138316694],[31.37292496491128],[99.6668563656416]
23595,[2.5064890532592226],[1.975750445600489],[1.3097226667176751],[51.42098681263313],[97.3660541246768]
23309,[1.9320488371946176],[0.9773957051417244],[1.5194622450936968],[29.96998576251096],[99.0800489180999]
35950,[1.8975767784560733],[0.98464685655618],[1.4164094407754029],[30.37789416913776],[102.949212155086]
42895,[2.9566881007401458],[2.303406318337712],[1.2551749811861208],[47.52784305227122],[108.77283635441437]
27865,[1.8908608209173163],[0.9797542694309628],[1.446550413868587],[30.61445667125728],[100.63111316640207]
73288,[1.8642582170877928],[0.9823270528744344],[1.41194189401033],[31.17791129156675],[100.73946481776052]
44203,[1.9100521711254168],[1.0142064403752715],[1.4809629563195208],[31.70907639281185],[98.16098717111376]
31687,[1.904582048158084],[0.9799530298018984],[1.476018152350122],[30.47319176855521],[99.72169300821857]
21893,[3.018958757853028],[0.975316797171051],[2.8942471881488614],[18.834292935159844],[87.82970825618294]
40727,[1.884094706156139],[0.9961419175352776],[1.5155033232346065],[31.785160776100746],[94.95453889030544]
36416,[3.727387390510186],[0.9815616916970048],[4.071570764235878],[13.55129349295931],[62.847111637097456]
35024,[4.014741217816217],[3.236214751762632],[1.2643608501067325],[44.47878311288282],[119.6345193424398]
28906,[1.881548737351136],[1.0282591187476904],[1.470767579069415],[32.917702462721294],[96.06835461181971]
14818,[3.044081392262825],[3.179676800680258],[1.2319158643760189],[84.8464083476793],[72.45594855167501]
15484,[1.9606954396039495],[0.9858717848001316],[1.5001909080647642],[29.444626018340024],[102.13488133602296]
37471,[1.9183512649162813],[0.980495265718336],[1.4661306132567822],[30.066059864807336],[101.41795748759868]
40909,[1.920146383813628],[0.9929975391151404],[1.486443832002286],[30.659275849074884],[99.5820822221798]
15043,[1.9013793840968356],[0.9833871815358004],[1.450897521746836],[30.513651285060472],[100.97135157360938]
19777,[1.9393958979413477],[0.996013404461417],[1.4931145786417022],[30.33397772696315],[100.45680480107949]
34631,[1.9026446397250696],[0.9750146003531938],[1.493045469072407],[30.43500749732204],[98.69651976938688]
78490,[1.959983902599351],[1.0069360259862847],[1.4860933183917833],[30.1743594251614],[101.93942887554586]
27565,[2.440499281259036],[1.8729044014959693],[1.3102810338919693],[49.36354417742887],[98.57049284872976]
4303,[3.0716616816881985],[0.9749347659958962],[2.788044086217235],[18.3407141436976],[97.51951168958549]
35797,[2.2915923555382944],[1.6559604637182603],[1.3280057778448235],[45.41139234168944],[99.7599088379053]
74743,[6.996906116237018],[0.9752960825893768],[6.324785543719601],[6.089756572326192],[130.4407216421428]
36125,[1.9331005869622055],[0.9773121200704044],[1.4909973046630771],[29.748323874254822],[101.05175168875353]
23563,[3.514189877130887],[0.9747727494156097],[3.3530372347532924],[98.536907892702],[109.25307760263176]
29668,[2.6144771895642527],[2.1529855765983674],[1.2556416056868598],[54.88429621844715],[96.62209397990546]
36835,[3.1752351319772165],[0.9727594493049544],[2.9292994839514126],[17.752251126109293],[95.58925225460516]
28857,[1.8399836657044677],[0.9886161808319164],[1.3593198340685355],[31.70095299411679],[102.03542015779152]
37789,[1.8682855799801443],[0.9820496160656678],[1.4084908973027477],[31.02730541577135],[101.30326157485214]
23305,[1.908656708787368],[1.0508774063349329],[1.3921275841845664],[32.60607330947023],[101.8454286564734]
277,[3.3972170688123464],[0.9703556381315814],[3.29871731985559],[16.580080262682234],[87.47494233916193]
42628,[1.9402238830028893],[0.986176176927663],[1.4892333116263186],[29.899236900162613],[101.27132131620117]
18719,[2.119553113095081],[1.5821325877805652],[1.4038145224263658],[48.28290888577239],[90.24077308527072]
34581,[1.9446713541195624],[0.9754883984416296],[1.5159010567443143],[29.56642201708056],[100.36710583005056]
857,[1.9627163005415729],[0.9787860851984822],[1.5153722588926322],[29.23913789953532],[101.62745338371693]
14138,[3.907125781000844],[0.968311112818152],[3.600809868337683],[14.067086186838177],[101.26448683621764]
43411,[3.4111908806140523],[0.9730956192345628],[2.6809096583407337],[12.207955576429384],[132.15979844302186]
43859,[1.8997760218140611],[0.9829261014110616],[1.500324415986693],[30.850496948916437],[97.63827205750688]
72599,[1.86597334598094],[0.9955714322426],[1.42542093415392],[31.770677236567344],[99.30414329664342]
20665,[1.9694657537157396],[1.055668026500184],[1.45556770413889],[31.604533565241063],[102.1283131023664]
11045,[1.937869166377174],[0.9849172200516026],[1.4803455358195767],[29.84111410702242],[101.7505111640518]
35348,[1.9125956436823897],[0.9788270390639316],[1.4866389188942282],[30.296758528315557],[99.68932757418548]
41531,[1.9098261141022224],[0.9846513328413652],[1.4590380640266392],[30.402327925677497],[101.01739658903487]
83324,[1.899168240450576],[1.0340915622845075],[1.4373621766564098],[32.520752215768006],[99.1258383470541]
13831,[1.9062955817267029],[1.0295027171202409],[1.4507504117810948],[32.23168526209986],[99.04125824690972]
9571,[5.553596572828655],[0.9718927108587058],[5.329806061547472],[9.972789788977831],[98.27483150734784]
82372,[1.9161551980072056],[0.976930244220841],[1.488633198672175],[30.14641539204733],[99.92318541876332]
20926,[1.884507595125076],[0.9813861614764944],[1.448444299844118],[30.86144058541623],[99.93008583487912]
8817,[3.8086316000171294],[0.9761133182144878],[2.870395116048622],[4.667506029663107],[161.4878970602407]
36321,[3.953929246180301],[0.9859070395753968],[3.7523252051242766],[108.35841320924855],[112.44827571373791]
10412,[1.9441153801214808],[1.012309946664037],[1.5022628731029448],[30.90905950040468],[99.4240918416755]
44679,[3.025202524966322],[2.9310443370584576],[1.234586642368819],[73.79169293592372],[82.35046720611402]
83506,[1.857036963131309],[0.9844738914099144],[1.3880618155071238],[31.277175644030663],[101.66702879688076]
73875,[1.9489977473575797],[0.9809310127377532],[1.5257910318327446],[29.73506091962793],[99.7771701530861]
34126,[4.021376861757847],[0.9744983955155676],[4.678948005359794],[9.510622953932632],[42.98775462908197]
21008,[7.656571112090563],[0.9719556974913758],[7.156259429412431],[6.453458711811271],[117.69932172971392]
19839,[1.8693078630220656],[0.9813044309066132],[1.4343434437013205],[31.16205130798753],[99.6939188502515]
5382,[1.8969780140970964],[0.9790593272167344],[1.4867328786748022],[30.69480546045148],[98.48589334514762]
1595,[1.972678467534868],[1.0404360651444438],[1.5130553460065723],[31.34503947660512],[99.49941766901044]
74338,[1.927881617412136],[0.9806177139092837],[1.467158045893744],[29.826324388697437],[102.08774840829392]
28410,[3.306756206959468],[3.0406935732155613],[1.2893431842402854],[66.85811944607902],[90.19300826758632]
6770,[1.861586430945816],[0.982458545571356],[1.4244262713357032],[31.3468600423278],[99.69392688124]
83281,[2.771296617519868],[3.3467787242277995],[1.2577744275914702],[106.14785711514452],[52.69117114240823]
44215,[9.555570134003522],[0.9999132321137922],[9.366114991129734],[5.948851811219914],[97.9326275133404]
9228,[1.9244759141515777],[0.9931847351519484],[1.341276491764687],[28.977500536463207],[110.15878504420252]
70960,[1.877835616058396],[0.9853246762789668],[1.3898347021126385],[30.725403788033947],[103.164258100079]
4362,[1.946038790827633],[0.9818220324035364],[1.490079930899833],[29.58421506557854],[101.88806495732776]
23834,[3.742122693490865],[3.983044495912047],[4.8434671049523645],[53.42944421913938],[48.9856587701368]
74517,[1.96266310367668],[1.0398197101878448],[1.481857490257519],[31.365746189651368],[100.75195354037204]
77674,[1.9342873053219671],[1.000109857187306],[1.485674717961722],[30.57235890307973],[100.35244555999552]
31410,[1.9483828408389243],[1.0248960843479125],[1.5036717731481684],[31.297212121237276],[99.0487552584859]
24213,[1.8912850470184224],[1.0578609655161162],[1.3420377675423558],[32.96749713413291],[103.37518905202718]
13812,[2.413981662249952],[0.9829147727422404],[3.317782524893652],[7.827970257541388],[19.54197589509058]
4436,[1.9402955706906249],[0.988441153897986],[1.4569891509723436],[29.71382620106789],[103.34706377101024]
26534,[2.164964158334],[0.9786736125917274],[3.0316860458889128],[10.178564277984972],[23.011873413300265]
13641,[3.375071371386282],[0.9715154209606334],[3.001374081711332],[16.197510170080623],[104.28558912305468]
70327,[2.715630387039984],[2.3821233937374706],[1.3248537620589544],[61.30122356142163],[89.499821430558]
29252,[2.336328170377356],[1.5160325273135298],[1.4782281836268325],[39.29838002610317],[102.5630615240319]
1243,[1.939885338134871],[0.9823034887158868],[1.5155842827781214],[29.943478082174437],[99.69136187869704]
70636,[1.858786009929347],[0.9831282925895],[1.3942466352573757],[31.22275398198472],[101.45871115293018]
27355,[1.85945483608516],[0.9837281392916548],[1.3904376484038583],[31.19668967323209],[101.73816713154804]
35537,[2.6131020861459846],[1.7614777778887742],[1.281355794544784],[36.72606536269839],[117.48882479125966]
40464,[1.9464941448050528],[1.0341185299159676],[1.5035660671353537],[31.699232659127844],[98.48285931344267]
6164,[1.9101728103377065],[1.0044375655699078],[1.464523954588355],[31.22088372584802],[99.68679184119058]
962,[4.087255975795487],[0.966682181542921],[3.452292944895952],[11.135379942604269],[125.25716557088391]
4659,[1.9198591582439268],[0.9768829513480038],[1.449257706335711],[29.737445544465828],[102.88081914766988]
11697,[1.9321151710570257],[0.9759885352330006],[1.4978205731312175],[29.771670128532303],[100.58461449630802]
8502,[1.9316588409017044],[0.999695564025586],[1.4817178615471542],[30.59574082256994],[100.43210790635312]
75711,[1.93784181836506],[0.9756894740533024],[1.4963942608848844],[29.60446440806411],[101.1378908261062]
73228,[1.9391806759383203],[0.985201027012931],[2.8284362070959728],[10.389279371628325],[20.790706476828756]
35079,[1.8668075717455197],[0.982459953191539],[1.407128265266348],[31.074578668819427],[101.25694860370366]
68838,[2.225591085946686],[0.9741400326776632],[2.5466424928818703],[22.27446888194542],[59.99607019232938]
9803,[1.934040350717228],[0.9846489781105924],[1.467592810711511],[29.82630044739589],[102.32972363192631]
19682,[3.118149129329407],[0.9727975637035132],[3.052037233239843],[138.43553199816725],[109.13502456005568]
74463,[1.9815384968608436],[1.0160632435675638],[1.4949712035353937],[30.03632968158177],[102.53157147017072]
34177,[1.8924656827583408],[0.9795050786744496],[1.461521483117303],[30.668619276513372],[99.771941129955]
15373,[1.871282012928065],[0.9822538172450336],[1.3975741799021688],[30.85796146523453],[102.27385113117175]
12983,[2.2501432696952883],[0.9755049579988284],[2.1405601493103994],[25.51646949577637],[83.53179152051665]
18053,[1.949001808876329],[1.0755319957211036],[1.486755331144392],[33.14732825337418],[97.75235072324632]
16268,[1.8792937018421847],[0.9826101027981108],[1.4283037674009464],[30.903443259549903],[100.8042402887397]
8719,[1.8511339695200208],[0.9879791261690232],[1.3611522466591466],[31.356586383239826],[102.84339747293282]
2573,[1.905974349223679],[0.980038263976951],[1.4703754105326836],[30.402389258998177],[100.19783044563307]
19330,[2.565406635524309],[1.8308271339631923],[1.3542988495705868],[43.22218961037349],[106.34140096933838]
41941,[4.006930264539798],[5.574251714070143],[4.136507067087437],[109.30228434463125],[69.97867507294174]
38380,[3.150648153786744],[0.9725584423136332],[2.761212071531411],[17.3782612214054],[104.62852523082272]
83625,[1.9228923562896176],[0.9919197421696232],[1.4456982185044025],[30.23234505185149],[102.55752421328935]
25631,[1.971072514444427],[0.980858350170478],[1.5024277145968237],[28.99709195053005],[103.05483253002636]
71731,[4.723554010682301],[0.9719750337615344],[4.189333203239894],[10.473128193998692],[117.94747245475372]
16328,[1.8834275989620235],[0.9797321048761032],[1.4530447467585623],[30.854651347690176],[99.62578456758897]
29043,[1.8639361466968056],[0.9804161682291158],[1.436542164758254],[31.282315893205578],[99.1800634427621]
18430,[2.9456888258362186],[1.8136934266727536],[1.4806255080699249],[29.66227465391253],[126.50891600329282]
77247,[2.1308649339232693],[0.9832935323308992],[3.021781852863468],[9.40569895241598],[20.741437415227303]
75585,[1.90893241682016],[0.997213190618914],[1.4895082688819086],[31.122339141840275],[98.34118414452914]
20131,[3.469124657877038],[3.19468497123106],[1.2498562689713688],[66.98128859588792],[91.91365893411822]
38886,[4.192778445614401],[0.978510639740023],[3.956081919830982],[13.387519868366711],[97.20728680532366]
73498,[3.0900648986721047],[2.366098228434832],[1.2332701512134174],[44.12546222576031],[114.59652732234886]
72664,[2.5094274828862746],[19.157229485855368],[17.447505407075614],[164.29339421765553],[161.23902150782212]
19948,[2.965725604343512],[0.976345195996076],[2.653153700880733],[18.97954415478817],[98.91715177359686]
43418,[2.477094714502038],[0.9708406763133658],[2.655741170093489],[21.44191605403354],[68.86267169274099]
36824,[1.923626436609004],[0.9814239004717056],[1.4805167165061677],[30.07511191070327],[100.8136594369757]
9515,[1.9594430020913076],[1.0006010707516575],[1.4611239156278923],[29.71347854668477],[103.9182377918254]
70468,[3.3088037428295403],[0.9760228982926752],[3.253527265923909],[17.079750025009645],[84.6707402440219]
33661,[1.9517903488001995],[1.0102056084598463],[1.4925574083720503],[30.566353554434865],[100.72610673104435]
43448,[1.908358403427624],[0.9769871760758778],[1.454611536930007],[30.09917574646044],[101.59824374092604]
35297,[3.045582181913635],[2.696729562790285],[1.2760456304384475],[62.14603303630599],[93.1228563426216]
25640,[1.9111166783726603],[0.9787550069333888],[1.471023137101581],[30.22331702442215],[100.61621077306032]
43807,[1.9260891716133224],[0.9795235968712112],[1.5342626452452912],[30.27254158054474],[97.57825101078711]
35975,[3.106527816406728],[0.9731946208483716],[3.236844001006696],[17.493758299042003],[73.64781244250304]
1525,[1.928286650170083],[0.980595817059342],[1.4749969598502533],[29.878727940015967],[101.5886108946059]
